,frame_id,vehicle_id,x1,y1,x2,y2,x_center,y_center,time_window,prev_frame_id,continuous_presence,prev_x_center,prev_y_center,distance,valid_distance
61,9,6,523,139,589,203,556.0,171.0,0,8.0,True,556.5,167.0,4.031128874149275,4.031128874149275
62,9,7,584,262,674,364,629.0,313.0,0,8.0,True,630.0,307.5,5.5901699437494745,5.5901699437494745
63,9,8,233,511,416,686,324.5,598.5,0,8.0,True,335.0,583.0,18.721645226849056,18.721645226849056
64,10,1,886,448,1020,625,953.0,536.5,0,9.0,True,952.5,535.0,1.5811388300841898,1.5811388300841898
65,10,2,848,305,946,424,897.0,364.5,0,9.0,True,896.5,362.5,2.0615528128088303,2.0615528128088303
66,10,3,601,14,635,45,618.0,29.5,0,9.0,True,617.5,29.0,0.7071067811865476,0.7071067811865476
67,10,4,548,50,589,87,568.5,68.5,0,9.0,True,568.5,67.0,1.5,1.5
68,10,5,430,118,486,180,458.0,149.0,0,9.0,True,458.0,149.0,0.0,0.0
69,10,6,523,142,589,208,556.0,175.0,0,9.0,True,556.0,171.0,4.0,4.0
70,10,7,582,267,674,371,628.0,319.0,0,9.0,True,629.0,313.0,6.082762530298219,6.082762530298219
71,10,8,219,523,408,705,313.5,614.0,0,9.0,True,324.5,598.5,19.00657780874821,19.00657780874821
72,11,1,887,450,1021,628,954.0,539.0,0,10.0,True,953.0,536.5,2.692582403567252,2.692582403567252
73,11,2,848,306,947,426,897.5,366.0,0,10.0,True,897.0,364.5,1.5811388300841898,1.5811388300841898
74,11,3,602,15,635,47,618.5,31.0,0,10.0,True,618.0,29.5,1.5811388300841898,1.5811388300841898
75,11,4,548,52,590,90,569.0,71.0,0,10.0,True,568.5,68.5,2.5495097567963922,2.5495097567963922
76,11,5,429,118,487,180,458.0,149.0,0,10.0,True,458.0,149.0,0.0,0.0
77,11,6,521,146,589,213,555.0,179.5,0,10.0,True,556.0,175.0,4.6097722286464435,4.6097722286464435
78,11,7,579,273,673,379,626.0,326.0,0,10.0,True,628.0,319.0,7.280109889280518,7.280109889280518
79,11,8,203,538,399,726,301.0,632.0,0,10.0,True,313.5,614.0,21.914607000811127,21.914607000811127
80,12,1,887,452,1022,631,954.5,541.5,0,11.0,True,954.0,539.0,2.5495097567963922,2.5495097567963922
81,12,2,849,308,948,429,898.5,368.5,0,11.0,True,897.5,366.0,2.692582403567252,2.692582403567252
82,12,3,602,17,635,48,618.5,32.5,0,11.0,True,618.5,31.0,1.5,1.5
83,12,4,548,54,590,92,569.0,73.0,0,11.0,True,569.0,71.0,2.0,2.0
84,12,5,430,118,487,180,458.5,149.0,0,11.0,True,458.0,149.0,0.5,0.5
85,12,6,520,150,588,218,554.0,184.0,0,11.0,True,555.0,179.5,4.6097722286464435,4.6097722286464435
86,12,7,576,279,671,388,623.5,333.5,0,11.0,True,626.0,326.0,7.905694150420948,7.905694150420948
87,12,8,185,553,389,749,287.0,651.0,0,11.0,True,301.0,632.0,23.600847442411894,23.600847442411894
88,13,1,887,454,1022,634,954.5,544.0,0,12.0,True,954.5,541.5,2.5,2.5
89,13,2,850,310,949,431,899.5,370.5,0,12.0,True,898.5,368.5,2.23606797749979,2.23606797749979
90,13,3,603,18,636,49,619.5,33.5,0,12.0,True,618.5,32.5,1.4142135623730951,1.4142135623730951
91,13,4,548,56,590,94,569.0,75.0,0,12.0,True,569.0,73.0,2.0,2.0
92,13,5,430,118,487,181,458.5,149.5,0,12.0,True,458.5,149.0,0.5,0.5
93,13,6,519,154,588,223,553.5,188.5,0,12.0,True,554.0,184.0,4.527692569068709,4.527692569068709
94,13,7,573,286,670,397,621.5,341.5,0,12.0,True,623.5,333.5,8.246211251235321,8.246211251235321
95,13,8,167,568,379,772,273.0,670.0,0,12.0,True,287.0,651.0,23.600847442411894,23.600847442411894
96,14,1,887,456,1023,637,955.0,546.5,0,13.0,True,954.5,544.0,2.5495097567963922,2.5495097567963922
97,14,2,850,311,949,433,899.5,372.0,0,13.0,True,899.5,370.5,1.5,1.5
98,14,3,603,19,636,50,619.5,34.5,0,13.0,True,619.5,33.5,1.0,1.0
99,14,4,547,58,591,97,569.0,77.5,0,13.0,True,569.0,75.0,2.5,2.5
100,14,5,430,119,487,181,458.5,150.0,0,13.0,True,458.5,149.5,0.5,0.5
101,14,6,518,159,587,228,552.5,193.5,0,13.0,True,553.5,188.5,5.0990195135927845,5.0990195135927845
102,14,7,570,293,669,406,619.5,349.5,0,13.0,True,621.5,341.5,8.246211251235321,8.246211251235321
103,14,8,149,584,368,794,258.5,689.0,0,13.0,True,273.0,670.0,23.90083680543424,23.90083680543424
104,15,1,887,458,1024,640,955.5,549.0,0,14.0,True,955.0,546.5,2.5495097567963922,2.5495097567963922
105,15,2,851,313,950,436,900.5,374.5,0,14.0,True,899.5,372.0,2.692582403567252,2.692582403567252
106,15,3,603,20,637,52,620.0,36.0,0,14.0,True,619.5,34.5,1.5811388300841898,1.5811388300841898
107,15,4,547,60,591,99,569.0,79.5,0,14.0,True,569.0,77.5,2.0,2.0
108,15,5,430,119,487,181,458.5,150.0,0,14.0,True,458.5,150.0,0.0,0.0
109,15,6,517,163,586,233,551.5,198.0,0,14.0,True,552.5,193.5,4.6097722286464435,4.6097722286464435
110,15,7,567,300,667,415,617.0,357.5,0,14.0,True,619.5,349.5,8.381527307120106,8.381527307120106
111,15,8,130,600,357,817,243.5,708.5,0,14.0,True,258.5,689.0,24.60182920028509,24.60182920028509
112,16,1,887,460,1025,643,956.0,551.5,0,15.0,True,955.5,549.0,2.5495097567963922,2.5495097567963922
113,16,2,851,315,950,438,900.5,376.5,0,15.0,True,900.5,374.5,2.0,2.0
114,16,3,603,21,638,53,620.5,37.0,0,15.0,True,620.0,36.0,1.118033988749895,1.118033988749895
115,16,4,547,62,591,102,569.0,82.0,0,15.0,True,569.0,79.5,2.5,2.5
116,16,5,430,119,487,181,458.5,150.0,0,15.0,True,458.5,150.0,0.0,0.0
117,16,6,515,167,586,238,550.5,202.5,0,15.0,True,551.5,198.0,4.6097722286464435,4.6097722286464435
118,16,7,563,306,666,425,614.5,365.5,0,15.0,True,617.0,357.5,8.381527307120106,8.381527307120106
119,16,8,109,617,345,844,227.0,730.5,0,15.0,True,243.5,708.5,27.5,27.5
120,17,1,887,462,1025,646,956.0,554.0,0,16.0,True,956.0,551.5,2.5,2.5
121,17,2,852,317,951,441,901.5,379.0,0,16.0,True,900.5,376.5,2.692582403567252,2.692582403567252
122,17,3,603,22,638,55,620.5,38.5,0,16.0,True,620.5,37.0,1.5,1.5
123,17,4,547,64,592,104,569.5,84.0,0,16.0,True,569.0,82.0,2.0615528128088303,2.0615528128088303
124,17,5,430,119,487,181,458.5,150.0,0,16.0,True,458.5,150.0,0.0,0.0
125,17,6,514,171,585,243,549.5,207.0,0,16.0,True,550.5,202.5,4.6097722286464435,4.6097722286464435
126,17,7,560,313,665,434,612.5,373.5,0,16.0,True,614.5,365.5,8.246211251235321,8.246211251235321
127,17,8,87,637,331,871,209.0,754.0,0,16.0,True,227.0,730.5,29.60152023123137,29.60152023123137
128,18,1,887,464,1026,649,956.5,556.5,0,17.0,True,956.0,554.0,2.5495097567963922,2.5495097567963922
129,18,2,852,319,952,443,902.0,381.0,0,17.0,True,901.5,379.0,2.0615528128088303,2.0615528128088303
130,18,3,603,23,639,56,621.0,39.5,0,17.0,True,620.5,38.5,1.118033988749895,1.118033988749895
131,18,4,546,66,592,107,569.0,86.5,0,17.0,True,569.5,84.0,2.5495097567963922,2.5495097567963922
132,18,5,430,119,487,181,458.5,150.0,0,17.0,True,458.5,150.0,0.0,0.0
133,18,6,513,175,585,248,549.0,211.5,0,17.0,True,549.5,207.0,4.527692569068709,4.527692569068709
134,18,7,557,320,663,443,610.0,381.5,0,17.0,True,612.5,373.5,8.381527307120106,8.381527307120106
135,18,8,65,656,318,900,191.5,778.0,0,17.0,True,209.0,754.0,29.702693480558292,29.702693480558292
136,19,1,887,466,1027,652,957.0,559.0,0,18.0,True,956.5,556.5,2.5495097567963922,2.5495097567963922
137,19,2,853,320,952,445,902.5,382.5,0,18.0,True,902.0,381.0,1.5811388300841898,1.5811388300841898
138,19,3,604,25,639,58,621.5,41.5,0,18.0,True,621.0,39.5,2.0615528128088303,2.0615528128088303
139,19,4,546,68,593,109,569.5,88.5,0,18.0,True,569.0,86.5,2.0615528128088303,2.0615528128088303
140,19,5,430,120,487,182,458.5,151.0,0,18.0,True,458.5,150.0,1.0,1.0
141,19,6,511,179,584,253,547.5,216.0,0,18.0,True,549.0,211.5,4.743416490252569,4.743416490252569
142,19,7,554,326,662,452,608.0,389.0,0,18.0,True,610.0,381.5,7.762087348130012,7.762087348130012
143,19,8,43,675,304,928,173.5,801.5,0,18.0,True,191.5,778.0,29.60152023123137,29.60152023123137
144,20,1,887,467,1028,655,957.5,561.0,0,19.0,True,957.0,559.0,2.0615528128088303,2.0615528128088303
145,20,2,854,322,953,448,903.5,385.0,0,19.0,True,902.5,382.5,2.692582403567252,2.692582403567252
146,20,3,604,26,639,59,621.5,42.5,0,19.0,True,621.5,41.5,1.0,1.0
147,20,4,547,71,593,112,570.0,91.5,0,19.0,True,569.5,88.5,3.0413812651491097,3.0413812651491097
148,20,5,431,120,487,182,459.0,151.0,0,19.0,True,458.5,151.0,0.5,0.5
149,20,6,510,184,584,259,547.0,221.5,0,19.0,True,547.5,216.0,5.522680508593631,5.522680508593631
150,20,7,550,333,660,461,605.0,397.0,0,19.0,True,608.0,389.0,8.54400374531753,8.54400374531753
151,20,8,20,695,290,956,155.0,825.5,0,19.0,True,173.5,801.5,30.30264014900352,30.30264014900352
152,21,1,888,469,1028,658,958.0,563.5,0,20.0,True,957.5,561.0,2.5495097567963922,2.5495097567963922
153,21,2,854,324,953,450,903.5,387.0,0,20.0,True,903.5,385.0,2.0,2.0
154,21,3,604,27,640,61,622.0,44.0,0,20.0,True,621.5,42.5,1.5811388300841898,1.5811388300841898
155,21,4,547,73,593,114,570.0,93.5,0,20.0,True,570.0,91.5,2.0,2.0
156,21,5,431,120,487,182,459.0,151.0,0,20.0,True,459.0,151.0,0.0,0.0
157,21,6,507,188,583,265,545.0,226.5,0,20.0,True,547.0,221.5,5.385164807134504,5.385164807134504
158,21,7,545,341,658,472,601.5,406.5,0,20.0,True,605.0,397.0,10.124228365658293,10.124228365658293
159,21,8,0,716,276,988,138.0,852.0,0,20.0,True,155.0,825.5,31.48412298286233,31.48412298286233
160,22,1,888,471,1029,661,958.5,566.0,0,21.0,True,958.0,563.5,2.5495097567963922,2.5495097567963922
161,22,2,854,326,954,453,904.0,389.5,0,21.0,True,903.5,387.0,2.5495097567963922,2.5495097567963922
162,22,3,604,29,641,62,622.5,45.5,0,21.0,True,622.0,44.0,1.5811388300841898,1.5811388300841898
163,22,4,546,75,594,117,570.0,96.0,0,21.0,True,570.0,93.5,2.5,2.5
164,22,5,431,120,487,182,459.0,151.0,0,21.0,True,459.0,151.0,0.0,0.0
165,22,6,505,193,582,271,543.5,232.0,0,21.0,True,545.0,226.5,5.70087712549569,5.70087712549569
166,22,7,540,348,656,484,598.0,416.0,0,21.0,True,601.5,406.5,10.124228365658293,10.124228365658293
167,22,8,0,740,269,1024,134.5,882.0,0,21.0,True,138.0,852.0,30.20347662107791,30.20347662107791
168,23,1,888,473,1030,664,959.0,568.5,0,22.0,True,958.5,566.0,2.5495097567963922,2.5495097567963922
169,23,2,854,327,954,455,904.0,391.0,0,22.0,True,904.0,389.5,1.5,1.5
170,23,3,605,30,641,64,623.0,47.0,0,22.0,True,622.5,45.5,1.5811388300841898,1.5811388300841898
171,23,4,546,78,594,120,570.0,99.0,0,22.0,True,570.0,96.0,3.0,3.0
172,23,5,430,120,488,182,459.0,151.0,0,22.0,True,459.0,151.0,0.0,0.0
173,23,6,503,197,580,277,541.5,237.0,0,22.0,True,543.5,232.0,5.385164807134504,5.385164807134504
174,23,7,535,357,654,496,594.5,426.5,0,22.0,True,598.0,416.0,11.067971810589327,11.067971810589327
175,23,8,0,763,260,1058,130.0,910.5,0,22.0,True,134.5,882.0,28.853076092507017,28.853076092507017
176,24,1,888,475,1031,667,959.5,571.0,0,23.0,True,959.0,568.5,2.5495097567963922,2.5495097567963922
177,24,2,855,328,955,457,905.0,392.5,0,23.0,True,904.0,391.0,1.8027756377319946,1.8027756377319946
178,24,3,605,31,641,65,623.0,48.0,0,23.0,True,623.0,47.0,1.0,1.0
179,24,4,546,80,594,123,570.0,101.5,0,23.0,True,570.0,99.0,2.5,2.5
180,24,5,431,120,487,182,459.0,151.0,0,23.0,True,459.0,151.0,0.0,0.0
181,24,6,500,202,579,283,539.5,242.5,0,23.0,True,541.5,237.0,5.852349955359813,5.852349955359813
182,24,7,530,365,652,507,591.0,436.0,0,23.0,True,594.5,426.5,10.124228365658293,10.124228365658293
183,24,8,0,788,244,1076,122.0,932.0,0,23.0,True,130.0,910.5,22.940139493908923,22.940139493908923
184,25,1,889,477,1032,670,960.5,573.5,0,24.0,True,959.5,571.0,2.692582403567252,2.692582403567252
185,25,2,855,330,956,459,905.5,394.5,0,24.0,True,905.0,392.5,2.0615528128088303,2.0615528128088303
186,25,3,605,33,642,66,623.5,49.5,0,24.0,True,623.0,48.0,1.5811388300841898,1.5811388300841898
187,25,4,546,82,594,126,570.0,104.0,0,24.0,True,570.0,101.5,2.5,2.5
188,25,5,431,120,488,183,459.5,151.5,0,24.0,True,459.0,151.0,0.7071067811865476,0.7071067811865476
189,25,6,497,207,578,290,537.5,248.5,0,24.0,True,539.5,242.5,6.324555320336759,6.324555320336759
190,25,7,524,373,649,520,586.5,446.5,0,24.0,True,591.0,436.0,11.423659658795863,11.423659658795863
191,25,8,0,814,223,1079,111.5,946.5,0,24.0,True,122.0,932.0,17.902513789968157,17.902513789968157
192,26,1,889,480,1032,673,960.5,576.5,0,25.0,True,960.5,573.5,3.0,3.0
193,26,2,855,331,956,462,905.5,396.5,0,25.0,True,905.5,394.5,2.0,2.0
194,26,3,606,34,643,68,624.5,51.0,0,25.0,True,623.5,49.5,1.8027756377319946,1.8027756377319946
195,26,4,545,85,595,128,570.0,106.5,0,25.0,True,570.0,104.0,2.5,2.5
196,26,5,431,121,488,183,459.5,152.0,0,25.0,True,459.5,151.5,0.5,0.5
197,26,6,495,213,577,297,536.0,255.0,0,25.0,True,537.5,248.5,6.670832032063167,6.670832032063167
198,26,7,517,382,646,533,581.5,457.5,0,25.0,True,586.5,446.5,12.083045973594572,12.083045973594572
199,26,8,0,843,197,1079,98.5,961.0,0,25.0,True,111.5,946.5,19.474342094150447,19.474342094150447
200,27,1,889,482,1033,676,961.0,579.0,0,26.0,True,960.5,576.5,2.5495097567963922,2.5495097567963922
201,27,2,855,333,957,464,906.0,398.5,0,26.0,True,905.5,396.5,2.0615528128088303,2.0615528128088303
202,27,3,606,35,643,69,624.5,52.0,0,26.0,True,624.5,51.0,1.0,1.0
203,27,4,545,87,595,131,570.0,109.0,0,26.0,True,570.0,106.5,2.5,2.5
204,27,5,431,121,488,183,459.5,152.0,0,26.0,True,459.5,152.0,0.0,0.0
205,27,6,492,218,575,304,533.5,261.0,0,26.0,True,536.0,255.0,6.5,6.5
206,27,7,511,392,643,547,577.0,469.5,0,26.0,True,581.5,457.5,12.816005617976296,12.816005617976296
207,27,8,0,874,169,1079,84.5,976.5,0,26.0,True,98.5,961.0,20.886598574205422,20.886598574205422
208,28,1,890,484,1033,679,961.5,581.5,0,27.0,True,961.0,579.0,2.5495097567963922,2.5495097567963922
209,28,2,856,334,957,466,906.5,400.0,0,27.0,True,906.0,398.5,1.5811388300841898,1.5811388300841898
210,28,3,607,36,643,71,625.0,53.5,0,27.0,True,624.5,52.0,1.5811388300841898,1.5811388300841898
211,28,4,545,89,595,134,570.0,111.5,0,27.0,True,570.0,109.0,2.5,2.5
212,28,5,431,121,488,183,459.5,152.0,0,27.0,True,459.5,152.0,0.0,0.0
213,28,6,489,223,574,311,531.5,267.0,0,27.0,True,533.5,261.0,6.324555320336759,6.324555320336759
214,28,7,505,402,640,560,572.5,481.0,0,27.0,True,577.0,469.5,12.349089035228468,12.349089035228468
215,28,8,0,907,140,1078,70.0,992.5,0,27.0,True,84.5,976.5,21.592822881689184,21.592822881689184
216,29,1,890,486,1034,682,962.0,584.0,0,28.0,True,961.5,581.5,2.5495097567963922,2.5495097567963922
217,29,2,856,335,958,468,907.0,401.5,0,28.0,True,906.5,400.0,1.5811388300841898,1.5811388300841898
218,29,3,607,38,644,72,625.5,55.0,0,28.0,True,625.0,53.5,1.5811388300841898,1.5811388300841898
219,29,4,545,92,595,137,570.0,114.5,0,28.0,True,570.0,111.5,3.0,3.0
220,29,5,431,121,488,183,459.5,152.0,0,28.0,True,459.5,152.0,0.0,0.0
221,29,6,486,229,573,318,529.5,273.5,0,28.0,True,531.5,267.0,6.800735254367722,6.800735254367722
222,29,7,499,412,637,575,568.0,493.5,0,28.0,True,572.5,481.0,13.285330255586423,13.285330255586423
223,29,8,0,942,111,1076,55.5,1009.0,0,28.0,True,70.0,992.5,21.965882636488796,21.965882636488796
224,29,9,590,0,619,13,604.5,6.5,0,,False,,,,
225,30,1,890,489,1035,686,962.5,587.5,1,29.0,True,962.0,584.0,3.5355339059327378,3.5355339059327378
226,30,2,856,337,958,470,907.0,403.5,1,29.0,True,907.0,401.5,2.0,2.0
227,30,3,607,39,645,74,626.0,56.5,1,29.0,True,625.5,55.0,1.5811388300841898,1.5811388300841898
228,30,4,545,94,596,139,570.5,116.5,1,29.0,True,570.0,114.5,2.0615528128088303,2.0615528128088303
229,30,5,431,121,488,183,459.5,152.0,1,29.0,True,459.5,152.0,0.0,0.0
230,30,6,482,234,571,326,526.5,280.0,1,29.0,True,529.5,273.5,7.158910531638177,7.158910531638177
231,30,7,493,422,635,589,564.0,505.5,1,29.0,True,568.0,493.5,12.649110640673518,12.649110640673518
232,30,8,0,967,93,1079,46.5,1023.0,1,29.0,True,55.5,1009.0,16.64331697709324,16.64331697709324
233,30,9,590,0,620,14,605.0,7.0,1,29.0,True,604.5,6.5,0.7071067811865476,0.7071067811865476
234,31,1,890,491,1036,689,963.0,590.0,1,30.0,True,962.5,587.5,2.5495097567963922,2.5495097567963922
235,31,2,856,338,959,472,907.5,405.0,1,30.0,True,907.0,403.5,1.5811388300841898,1.5811388300841898
236,31,3,607,40,645,75,626.0,57.5,1,30.0,True,626.0,56.5,1.0,1.0
237,31,4,545,97,596,143,570.5,120.0,1,30.0,True,570.5,116.5,3.5,3.5
238,31,5,431,121,488,183,459.5,152.0,1,30.0,True,459.5,152.0,0.0,0.0
239,31,6,478,241,569,333,523.5,287.0,1,30.0,True,526.5,280.0,7.615773105863909,7.615773105863909
240,31,7,485,433,631,606,558.0,519.5,1,30.0,True,564.0,505.5,15.231546211727817,15.231546211727817
241,31,9,589,0,621,15,605.0,7.5,1,30.0,True,605.0,7.0,0.5,0.5
242,32,1,890,493,1036,692,963.0,592.5,1,31.0,True,963.0,590.0,2.5,2.5
243,32,2,857,340,959,474,908.0,407.0,1,31.0,True,907.5,405.0,2.0615528128088303,2.0615528128088303
244,32,3,608,42,646,77,627.0,59.5,1,31.0,True,626.0,57.5,2.23606797749979,2.23606797749979
245,32,4,544,99,596,146,570.0,122.5,1,31.0,True,570.5,120.0,2.5495097567963922,2.5495097567963922
246,32,5,431,121,488,183,459.5,152.0,1,31.0,True,459.5,152.0,0.0,0.0
247,32,6,474,247,566,342,520.0,294.5,1,31.0,True,523.5,287.0,8.276472678623424,8.276472678623424
248,32,7,476,444,627,623,551.5,533.5,1,31.0,True,558.0,519.5,15.435349040433131,15.435349040433131
249,32,9,588,0,622,16,605.0,8.0,1,31.0,True,605.0,7.5,0.5,0.5
250,33,1,890,495,1037,696,963.5,595.5,1,32.0,True,963.0,592.5,3.0413812651491097,3.0413812651491097
251,33,2,857,341,960,475,908.5,408.0,1,32.0,True,908.0,407.0,1.118033988749895,1.118033988749895
252,33,3,608,43,646,79,627.0,61.0,1,32.0,True,627.0,59.5,1.5,1.5
253,33,4,543,102,596,150,569.5,126.0,1,32.0,True,570.0,122.5,3.5355339059327378,3.5355339059327378
254,33,5,431,121,488,183,459.5,152.0,1,32.0,True,459.5,152.0,0.0,0.0
255,33,6,469,254,563,351,516.0,302.5,1,32.0,True,520.0,294.5,8.94427190999916,8.94427190999916
256,33,7,468,455,624,641,546.0,548.0,1,32.0,True,551.5,533.5,15.508062419270823,15.508062419270823
257,33,9,588,0,624,17,606.0,8.5,1,32.0,True,605.0,8.0,1.118033988749895,1.118033988749895
258,34,1,890,497,1037,699,963.5,598.0,1,33.0,True,963.5,595.5,2.5,2.5
259,34,2,858,342,960,477,909.0,409.5,1,33.0,True,908.5,408.0,1.5811388300841898,1.5811388300841898
260,34,3,608,45,647,81,627.5,63.0,1,33.0,True,627.0,61.0,2.0615528128088303,2.0615528128088303
261,34,4,543,105,596,153,569.5,129.0,1,33.0,True,569.5,126.0,3.0,3.0
262,34,5,431,122,488,184,459.5,153.0,1,33.0,True,459.5,152.0,1.0,1.0
263,34,6,464,261,561,360,512.5,310.5,1,33.0,True,516.0,302.5,8.73212459828649,8.73212459828649
264,34,7,458,467,619,660,538.5,563.5,1,33.0,True,546.0,548.0,17.219175357722563,17.219175357722563
265,34,9,588,0,625,18,606.5,9.0,1,33.0,True,606.0,8.5,0.7071067811865476,0.7071067811865476
266,35,1,890,499,1038,702,964.0,600.5,1,34.0,True,963.5,598.0,2.5495097567963922,2.5495097567963922
267,35,2,858,344,960,478,909.0,411.0,1,34.0,True,909.0,409.5,1.5,1.5
